土地位置建物門牌(Geo),土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年,交易月,交易筆棟數,建物大於1,車位數,樓層比例,移轉層次,總樓層數,建物型態,是否透天,是否投資透天,主要用途,建築完成年,建築完成月,屋齡缺失,屋齡,建物移轉總面積平方公尺,是否毛胚,建物現況格局-房,有無管理組織,單價,總價元,車位類別,車位單價,車位總價元,特殊交易,電梯,latitude,longitude,與竹科距離_km
台灣新竹市新竹市埔頂三路９７號九樓,新竹市新竹市埔頂三路９７號九樓,21.77,住,113,6,建物1車位1,0,1,0.642857143,9,14,大樓,0,0,住家用,100,5,0,13.1,174.61,0,4,1,150163.2209,26220000,平面,1100000,1100000,0,1,24.7911249,121.0101771,1.136962578
台灣新竹市新竹市武陵路７０巷７號二樓,新竹市新竹市武陵路７０巷７號二樓,52.6,住,113,8,建物1車位1,0,1,0.166666667,2,12,大樓,0,0,住家用,93,2,0,20.6,174.71,0,3,1,96617.25145,16880000,平面,1100000,1100000,0,1,24.8174699,120.9655828,5.694778538
台灣新竹市新竹市光華二街８１巷１０弄７９號,新竹市新竹市光華二街８１巷１０弄７９號,38.5,住,113,9,建物1車位1,0,1,0.166666667,1,6,華廈,0,0,住家用,83,5,0,30.4,175.09,0,4,1,85670.22674,15000000,平面,1100000,1100000,1,1,24.820296,120.976316,5.228210151
台灣新竹市新竹市東大路四段２３７巷３之１號,新竹市新竹市東大路四段２３７巷３之１號,72.56,住,113,9,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,104,5,0,9.4,175.2,1,0,0,78767.12329,13800000,無,0,0,0,0,24.8446555,120.9289377,10.45846407
台灣新竹市新竹市武陵路７０巷１０號八樓,新竹市新竹市武陵路７０巷１０號八樓,53.35,住,113,10,建物1車位0,0,0,0.727272727,8,11,大樓,0,0,住家用,93,2,0,20.8,176.34,0,3,1,102642.6222,18100000,無,0,0,0,1,24.8174597,120.9652402,5.71887157
台灣新竹市新竹市慈雲路８２號十二樓之１,新竹市新竹市慈雲路８２號十二樓之１,13.83,商,113,8,建物1車位1,0,1,0.413793103,12,29,大樓,0,0,住家用,108,4,0,5.4,177.13,0,3,1,185626.3761,32880000,平面,1100000,1100000,0,1,24.7902761,121.0118428,1.129581821
台灣新竹市新竹市香北一路１７８號,新竹市新竹市香北一路１７８號,69.91,住,113,9,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,其他,84,8,0,29.1,177.55,1,0,0,81667.13602,14500000,無,0,0,0,0,24.7917336,120.9227512,8.487306735
台灣新竹市新竹市民享街１７３巷９號,新竹市新竹市民享街１７３巷９號,71,住,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,79,1,0,34.7,177.9,1,0,0,146149.5222,26000000,無,0,0,0,0,24.8138287,120.9674798,5.278347115
台灣新竹市新竹市凌雲街４６號九樓,新竹市新竹市凌雲街４６號九樓,46.2,住,113,6,建物1車位1,0,1,0.818181818,9,11,大樓,0,0,住家用,98,3,0,15.3,178.7,0,3,1,100727.4762,18000000,平面,1100000,1100000,0,1,24.8042254,120.9536132,5.854582374
台灣新竹市新竹市南大路８０８巷１４號,新竹市新竹市南大路８０８巷１４號,99.65,住,113,7,建物1車位0,0,0,1.1,全,三層,透天厝,1,0,住家用,63,12,0,49.5,179.91,1,0,0,69479.18404,12500000,無,0,0,1,0,24.7886878,120.9655008,4.164383675
台灣新竹市新竹市光復路二段２９５號２０樓之６,新竹市新竹市光復路二段２９５號２０樓之６,12.09,住,113,8,建物1車位1,0,1,0.869565217,20,23,大樓,0,0,商業用,82,8,0,31,180.82,1,0,1,72005.30915,13020000,平面,1100000,1100000,0,1,24.7992282,120.9923959,2.384075586
台灣新竹市新竹市金城三路１３１號十三樓,新竹市新竹市金城三路１３１號十三樓,30.08,住,113,11,建物1車位1,0,1,0.928571429,13,14,大樓,0,0,住家用,106,10,0,7.1,181.08,0,4,1,187099.6245,33880000,平面,1100000,1100000,0,1,24.793189,121.0048023,1.28723377
台灣新竹市新竹市浸水街４０６巷３５號,新竹市新竹市浸水街４０６巷３５號,77.31,非,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,99,8,0,14,181.26,1,0,0,98201.47854,17800000,無,0,0,0,0,24.8001752,120.9257433,8.366651716
台灣新竹市新竹市中華路四段１６４號,新竹市新竹市中華路四段１６４號,88,住,113,9,建物1車位0,0,0,1.1,全,三層,透天厝,1,0,住家用,68,11,0,44.8,181.5,1,0,0,108870.5234,19760000,無,0,0,0,0,24.7960651,120.9500331,5.876225247
台灣新竹市新竹市慈雲路１１９號十六樓之１,新竹市新竹市慈雲路１１９號十六樓之１,16.48,商,113,9,建物1車位1,0,1,0.571428571,16,28,大樓,0,0,住家用,105,1,0,8.8,181.67,0,3,1,186381.9012,33860000,平面,1100000,1100000,0,1,24.792567,121.0122321,1.369578291
台灣新竹市新竹市八德路１７３號四樓,新竹市新竹市八德路１７３號四樓,25.1,商,113,9,建物1車位2,0,2,0.285714286,4,14,大樓,0,0,辦公用,97,11,0,15.8,181.8,0,3,1,151265.1265,27500000,平面,1100000,2200000,0,1,24.8048438,120.9859201,3.274306539
台灣新竹市新竹市光復路二段２９５號１４樓之６,新竹市新竹市光復路二段２９５號１４樓之６,12.09,住,113,9,建物1車位1,0,1,0.608695652,14,23,大樓,0,0,商業用,82,8,0,31.1,181.92,1,0,1,70910.29024,12900000,平面,1100000,1100000,0,1,24.7992282,120.9923959,2.384075586
台灣新竹市新竹市中福路２９巷８弄５１號,新竹市新竹市中福路２９巷８弄５１號,60.21,住,113,7,建物1車位1,0,1,1.1,全,四層,透天厝,1,0,其他,84,8,0,28.9,182.85,1,0,0,68362.04539,12500000,其他,0,0,0,0,24.8399527,120.9327257,9.82653505
台灣新竹市新竹市西大路５８２巷１５弄９號２樓,新竹市新竹市西大路５８２巷１５弄９號２樓,38.2,商,111,4,建物1車位1,0,1,0.4,2,5,華廈,0,0,住家用,80,10,0,30.4,183.14,0,2,0,38222.12515,7000000,平面,1100000,1100000,0,1,24.807366,120.9623286,5.252489174
台灣新竹市新竹市北門街１７８號,新竹市新竹市北門街１７８號,20.17,商,113,7,建物1車位1,0,1,0.076923077,1,13,大樓,0,0,商業用,104,7,0,9,184.36,1,0,1,149164.6778,27500000,平面,1100000,1100000,0,1,24.8088158,120.9653045,5.095741872
台灣新竹市新竹市成功路１９號,新竹市新竹市成功路１９號,93,住,113,7,建物1車位0,0,0,1.1,全,三層,透天厝,1,0,商業用,76,11,0,36.6,185.34,1,0,0,140282.7236,26000000,無,0,0,0,0,24.8158439,120.9571231,6.224660779
台灣新竹市新竹市中清路一段３９９號,新竹市新竹市中清路一段３９９號,81.42,農,113,8,建物1車位1,0,1,1.1,全,四層,透天厝,1,0,住家用,107,10,0,5.8,186.63,1,0,1,109843.0049,20500000,平面,1100000,1100000,0,0,24.8311043,120.929738,9.456312734
台灣新竹市新竹市埔頂一路１８７號十樓,新竹市新竹市埔頂一路１８７號十樓,20.76,住,113,8,建物1車位1,0,1,0.588235294,10,17,大樓,0,0,住家用,103,6,0,10.2,187.68,0,3,1,189151.7477,35500000,平面,1100000,1100000,0,1,24.7913841,121.0161325,1.493993859
台灣新竹市新竹市關新路１９巷８２號三樓,新竹市新竹市關新路１９巷８２號三樓,21.28,住,113,7,建物1車位1,0,1,0.214285714,3,14,大樓,0,0,辦公用,97,10,0,15.7,187.93,0,4,1,169637.631,31880000,平面,1100000,1100000,0,1,24.7853361,121.0170237,1.193653279
台灣新竹市新竹市花園新城一街８３號,新竹市新竹市花園新城一街８３號,127.76,非,113,8,建物1車位0,0,0,1.1,全,三層,透天厝,1,1,住家用,0,0,0,113.8,188.38,1,0,0,58392.61068,11000000,無,0,0,0,0,24.7821859,120.9298008,7.700647957
台灣新竹市新竹市湳中街１９之５號,新竹市新竹市湳中街１９之５號,61.62,住,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,87,4,0,26.4,188.56,1,0,0,119325.4137,22500000,無,0,0,0,0,24.8196699,120.9664321,5.807903701
台灣新竹市新竹市武陵路７３巷６８號十二樓,新竹市新竹市武陵路７３巷６８號十二樓,50.26,住,113,11,建物1車位1,0,1,0.857142857,12,14,大樓,0,0,住家用,93,9,0,20.2,189.09,0,4,1,97837.00883,18500000,平面,1100000,1100000,0,1,24.819333,120.9653237,5.858896465
台灣新竹市新竹市武陵路７３巷７８號八樓,新竹市新竹市武陵路７３巷７８號八樓,50.26,住,113,9,建物1車位0,0,0,0.666666667,8,12,大樓,0,0,住家用,93,9,0,20,189.09,0,4,1,102067.7984,19300000,無,0,0,0,1,24.8187596,120.9655362,5.7986202
台灣新竹市新竹市中央路１９８號４樓,新竹市新竹市中央路１９８號４樓,19.17,商,113,8,建物1車位0,0,0,0.4,4,10,華廈,0,0,辦公用,86,12,0,26.6,189.29,0,3,1,88752.70749,16800000,無,0,0,0,1,24.8087126,120.9742982,4.387517899
台灣新竹市新竹市東大路二段２３２巷１號十樓,新竹市新竹市東大路二段２３２巷１號十樓,59.59,住,113,8,建物1車位1,0,1,0.769230769,10,13,大樓,0,0,住家用,93,2,0,20.6,189.55,0,4,1,97494.06489,18480000,平面,1100000,1100000,0,1,24.8185291,120.9645668,5.850229214
台灣新竹市新竹市武陵路１８１號１８樓之１,新竹市新竹市武陵路１８１號１８樓之１,20.05,住,113,8,建物1車位1,0,1,0.818181818,18,22,大樓,0,0,住家用,89,5,0,24.3,189.7,0,4,1,110173.9589,20900000,平面,1100000,1100000,0,1,24.8217965,120.9688324,5.821727155
台灣新竹市新竹市光復路二段２９５號１４樓之７,新竹市新竹市光復路二段２９５號１４樓之７,12.48,住,113,10,建物1車位1,0,1,0.608695652,14,23,大樓,0,0,商業用,82,8,0,31.2,190.09,1,0,1,69966.8578,13300000,平面,1100000,1100000,0,1,24.8001327,120.9893478,2.650367367
台灣新竹市新竹市民權路１５號,新竹市新竹市民權路１５號,18.39,商,113,8,建物1車位2,0,2,0.071428571,1,14,大樓,0,0,商業用,100,4,0,13.4,190.33,1,0,0,143172.3848,27250000,平面,1100000,2200000,0,1,24.8056791,120.9764504,4.000095824
台灣新竹市新竹市高翠路３２７巷４弄４０號,新竹市新竹市高翠路３２７巷４弄４０號,82.67,住,113,7,建物1車位0,0,0,1.1,全,三層,透天厝,1,0,住家用,86,1,0,27.6,190.56,1,0,0,106528.1276,20300000,無,0,0,0,0,24.7767965,120.9839687,2.285764212
台灣新竹市新竹市海埔二街５３號,新竹市新竹市海埔二街５３號,92.53,非,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,102,9,0,10.9,190.57,1,0,0,97077.18948,18500000,無,0,0,0,0,24.8160307,120.9276083,8.790659174
台灣新竹市新竹市武陵路１７５巷２號１８樓之２,新竹市新竹市武陵路１７５巷２號１８樓之２,26,住,113,6,建物1車位1,0,1,0.857142857,18,21,大樓,0,0,住家用,87,6,0,26,192.12,0,4,1,89527.37872,17200000,平面,1100000,1100000,0,1,24.8216871,120.9681707,5.855886879
台灣新竹市新竹市金城一路９５號十四樓之５,新竹市新竹市金城一路９５號十四樓之５,56.82,住,113,8,建物1車位1,0,1,1,14,14,大樓,0,0,住家用,100,7,0,13.1,192.48,0,3,1,148379.0524,28560000,平面,1100000,1100000,0,1,24.7953468,121.0046489,1.526691704
台灣新竹市新竹市金城一路８３號四樓之１,新竹市新竹市金城一路８３號四樓之１,56.82,住,113,7,建物1車位1,0,1,0.285714286,4,14,大樓,0,0,住家用,100,7,0,13,192.48,0,3,1,152171.6542,29290000,平面,1100000,1100000,0,1,24.795155,121.004219,1.509934656
台灣新竹市新竹市富群街８５巷１６弄１５號,新竹市新竹市富群街８５巷１６弄１５號,93.73,非,113,7,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,87,2,0,26.5,193.47,1,0,1,92830.92986,17960000,無,0,0,0,0,24.7689779,120.9545609,5.381967348
台灣新竹市新竹市大學路８１巷１１號,新竹市新竹市大學路８１巷１１號,200.44,住,113,8,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,67,12,0,45.6,194.5,1,0,0,223650.3856,43500000,無,0,0,0,0,24.7880924,121.0027997,0.784864675
台灣新竹市新竹市光華街９５巷１５號,新竹市新竹市光華街９５巷１５號,32.67,住,113,9,建物2車位3,1,3,0.142857143,1,7,華廈,0,0,住家用,82,10,0,30.9,194.86,0,5,1,48752.95084,9500000,坡道機械,0,0,0,1,24.8174244,120.9715155,5.277674998
台灣新竹市新竹市大湖路７１巷２１弄７８號,新竹市新竹市大湖路７１巷２１弄７８號,179.19,非,113,5,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,84,9,0,28.6,196,1,0,1,39795.91837,7800000,無,0,0,0,0,24.7618159,120.9201355,8.951353827
台灣新竹市新竹市建功一路６４號六樓,新竹市新竹市建功一路６４號六樓,32.57,商,113,7,建物1車位1,0,1,0.857142857,6,7,華廈,0,0,住家用,79,10,0,33.7,196.72,0,3,0,103192.3546,20300000,平面,1100000,1100000,0,1,24.7983595,120.9979171,2.02467911
台灣新竹市新竹市士林二街６６巷１８號,新竹市新竹市士林二街６６巷１８號,73.72,非,113,9,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,108,1,0,5.8,197.71,1,0,0,92559.80982,18300000,無,0,0,0,1,24.820986,120.9545966,6.780597469
台灣新竹市新竹市士林北路５１號,新竹市新竹市士林北路５１號,73.72,非,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,108,1,0,5.7,197.71,1,0,0,118860.958,23500000,無,0,0,0,1,24.821273,120.9547991,6.78546555
台灣新竹市新竹市龍山東路１７號三樓,新竹市新竹市龍山東路１７號三樓,14.89,商,113,7,建物1車位2,0,2,0.136363636,3,22,大樓,0,0,住家用,105,5,0,8.2,198.62,0,3,1,156580.4048,31100000,平面,1100000,2200000,0,1,24.7892704,121.0122294,1.05960954
台灣新竹市新竹市大湖路７１巷３弄５８號,新竹市新竹市大湖路７１巷３弄５８號,100.03,非,113,9,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,84,5,0,29.4,199.83,1,0,1,54045.93905,10800000,無,0,0,0,0,24.7615346,120.9190009,9.070249248
台灣新竹市新竹市金城三路９７號七樓,新竹市新竹市金城三路９７號七樓,25.18,工,113,10,建物1車位1,0,1,0.466666667,7,15,大樓,0,0,辦公用,106,12,0,6.8,201.24,0,4,1,172430.9282,34700000,平面,1100000,1100000,0,1,24.7940608,121.0050231,1.381751842
台灣新竹市新竹市中山路６４０巷４９８號九樓之１０,新竹市新竹市中山路６４０巷４９８號九樓之１０,26.8,住,113,8,建物1車位2,0,2,0.642857143,9,14,大樓,0,0,住家用,101,10,0,11.8,201.38,0,3,1,111729.0694,22500000,平面,1100000,2200000,0,1,24.7939598,120.9495873,5.860906023
台灣新竹市新竹市振興一街１００之６號,新竹市新竹市振興一街１００之６號,62.87,住,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,93,8,0,20,201.65,1,0,0,94222.66303,19000000,無,0,0,0,0,24.7955276,120.9598099,4.913327619
台灣新竹市新竹市中華路二段４６２號,新竹市新竹市中華路二段４６２號,65,商,113,6,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,商業用,0,0,0,113.6,202.53,1,0,0,128376.0431,26000000,無,0,0,0,0,24.8016152,120.9707531,4.191940028
台灣新竹市新竹市東大路一段１５０號十一樓之２,新竹市新竹市東大路一段１５０號十一樓之２,32.01,住,113,11,建物1車位1,0,1,0.846153846,11,13,大樓,0,0,住家用,112,3,0,1.8,203.24,0,1,1,169750.0492,34500000,平面,1100000,1100000,0,1,24.8087088,120.972023,4.557759005
台灣新竹市新竹市建中一路２９號１７樓之１,新竹市新竹市建中一路２９號１７樓之１,15.38,商,113,10,建物1車位1,0,1,0.894736842,17,19,大樓,0,0,住家用,86,7,0,27.3,203.31,0,3,1,108209.1388,22000000,平面,1100000,1100000,0,1,24.8008448,120.9932617,2.486429604
台灣新竹市新竹市寶山路４５２巷９弄３６號,新竹市新竹市寶山路４５２巷９弄３６號,77.62,住,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,86,4,0,27.4,203.32,1,0,0,111695.8489,22710000,無,0,0,0,0,24.7833727,120.9912315,1.500725154
台灣新竹市新竹市江山街８號十樓之５,新竹市新竹市江山街８號十樓之５,23.26,商,113,6,建物1車位1,0,1,1,10,10,華廈,0,0,辦公用,103,3,0,10.3,203.42,0,4,1,122898.4367,25000000,平面,1100000,1100000,0,1,24.8052902,120.9645572,4.938930411
台灣新竹市新竹市經國路三段９２巷１６弄４７號十三樓,新竹市新竹市經國路三段９２巷１６弄４７號十三樓,21.16,住,113,9,建物1車位2,0,2,0.866666667,13,15,大樓,0,0,住家用,99,8,0,14.1,204.19,0,3,1,107742.7886,22000000,平面,1100000,2200000,0,1,24.7976294,120.9514953,5.784826229
台灣新竹市新竹市新香街１８８巷２８弄２２號,新竹市新竹市新香街１８８巷２８弄２２號,116,非,113,7,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,91,1,0,22.6,204.19,1,0,1,78358.39169,16000000,無,0,0,0,0,24.7793515,120.959687,4.68483843
台灣新竹市新竹市金城一路５２巷１７號７樓,新竹市新竹市金城一路５２巷１７號７樓,63.43,住,113,8,建物1車位1,0,1,1,7,7,華廈,0,0,住家用,80,8,0,33,205.25,0,4,1,112058.4653,23000000,平面,1100000,1100000,0,1,24.7938223,121.0050903,1.354943766
台灣新竹市新竹市凌雲街３０號十一樓之３,新竹市新竹市凌雲街３０號十一樓之３,53.15,住,113,8,建物1車位0,0,0,0.846153846,11,13,大樓,0,0,住家用,98,3,0,15.5,205.34,0,4,1,109574.3645,22500000,無,0,0,0,1,24.803073,120.9535104,5.810628376
台灣新竹市新竹市培英街５１巷８號２樓,新竹市新竹市培英街５１巷８號２樓,43.96,住,113,6,建物1車位2,0,2,0.333333333,2,6,華廈,0,0,住家用,86,8,0,26.8,206.13,0,4,1,126133.9931,26000000,坡道機械,0,0,0,1,24.7955132,120.9788084,3.146545969
台灣新竹市新竹市經國路二段５３５之１２號十三樓,新竹市新竹市經國路二段５３５之１２號十三樓,27.94,商,113,9,建物1車位2,0,2,1,13,13,大樓,0,0,住家用,95,12,0,17.7,206.37,0,4,1,116199.0599,23980000,平面,1100000,2200000,0,1,24.8043909,120.9561674,5.630404416
台灣新竹市新竹市延平路三段１５８巷３０號,新竹市新竹市延平路三段１５８巷３０號,66.52,住,113,10,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,112,7,0,1.3,207.5,1,0,1,113253.012,23500000,無,0,0,0,1,24.829633,120.9283041,9.482483703
台灣新竹市新竹市東光路３７號十三樓,新竹市新竹市東光路３７號十三樓,26.19,商,113,9,建物1車位1,0,1,0.928571429,13,14,大樓,0,0,住家用,101,6,0,12.3,208.13,0,3,1,162398.5009,33800000,平面,1100000,1100000,0,1,24.8138287,120.9674798,5.278347115
台灣新竹市新竹市光華東一街４０號,新竹市新竹市光華東一街４０號,86.93,住,113,4,建物1車位1,0,1,0.1,1,10,華廈,0,0,商業用,108,9,0,4.5,208.91,1,0,1,138815.758,29000000,平面,1100000,1100000,0,1,24.8170535,120.97739,4.873052091
台灣新竹市新竹市中華路五段８９６巷５號,新竹市新竹市中華路五段８９６巷５號,107.75,住,113,2,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,104,9,0,8.3,210.18,1,0,1,81834.61795,17200000,無,0,0,0,0,24.7610452,120.9117536,9.7949683
台灣新竹市新竹市光華二街１０８巷１６之１１號,新竹市新竹市光華二街１０８巷１６之１１號,69,住,113,10,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,110,12,0,2.8,211.75,1,0,0,157260.9209,33300000,無,0,0,0,1,24.8203913,120.9767458,5.21212425
台灣新竹市新竹市中華路一段２９１號十二樓之３,新竹市新竹市中華路一段２９１號十二樓之３,25.32,商,113,9,建物1車位2,0,2,0.8,12,15,大樓,0,0,住家用,102,12,0,10.7,212.18,0,3,1,146102.3659,31000000,平面,1100000,2200000,0,1,24.8099869,120.9850838,3.785077831
台灣新竹市新竹市中福路２９巷８弄２７號,新竹市新竹市中福路２９巷８弄２７號,57.17,住,113,9,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,88,5,0,25.4,215.05,1,0,0,69751.22065,15000000,無,0,0,0,0,24.8400138,120.9330946,9.802931051
台灣新竹市新竹市長興街２９３號,新竹市新竹市長興街２９３號,176.53,住,113,9,建物1車位0,0,0,1.1,全,二層,透天厝,1,0,住家用,68,6,0,45.3,215.1,1,0,0,46490.00465,10000000,無,0,0,1,0,24.8138287,120.9674798,5.278347115
台灣新竹市新竹市中清路５０號,新竹市新竹市中清路５０號,78.95,住,113,10,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,85,9,0,28.1,215.62,1,0,0,84407.75438,18200000,無,0,0,0,0,24.8398549,120.9370059,9.497424266
台灣新竹市新竹市立鵬路１１２號十四樓,新竹市新竹市立鵬路１１２號十四樓,16.89,商,113,7,建物1車位1,0,1,0.56,14,25,大樓,0,0,住家用,103,11,0,9.6,221.86,0,4,1,175786.532,39000000,平面,1100000,1100000,0,1,24.8001567,120.9799245,3.337970956
台灣新竹市新竹市立鵬路１１２號十八樓,新竹市新竹市立鵬路１１２號十八樓,17.16,商,113,7,建物1車位1,0,1,0.72,18,25,大樓,0,0,住家用,103,11,0,9.6,223.38,0,4,1,174590.3841,39000000,平面,1100000,1100000,0,1,24.8138287,120.9674798,5.278347115
台灣新竹市新竹市武陵路３０號七樓之３,新竹市新竹市武陵路３０號七樓之３,13.27,住,113,7,建物1車位1,0,1,0.269230769,7,26,大樓,0,0,住家用,97,8,0,15.9,224.08,0,4,1,108220.2785,24250000,平面,1100000,1100000,0,1,24.816033,120.9632401,5.760329399
台灣新竹市新竹市新香街１８８巷８弄６號,新竹市新竹市新香街１８８巷８弄６號,119.87,非,113,6,建物1車位0,0,0,1.1,全,五層,透天厝,1,0,住家用,92,12,0,20.4,226.02,1,0,1,76984.33767,17400000,無,0,0,0,0,24.7793515,120.959687,4.68483843
台灣新竹市新竹市水田街９１巷６弄９之１號,新竹市新竹市水田街９１巷６弄９之１號,65,住,113,6,建物1車位0,0,0,1.1,全,五層,透天厝,1,1,住家用,113,4,0,0.2,226.28,1,0,0,141417.7126,32000000,無,0,0,0,1,24.8162341,120.9679415,5.428829516
台灣新竹市新竹市水田街９１巷６弄９號,新竹市新竹市水田街９１巷６弄９號,65,住,113,6,建物1車位0,0,0,1.1,全,五層,透天厝,1,1,住家用,113,4,0,0.2,226.28,1,0,0,141417.7126,32000000,無,0,0,0,1,24.8162341,120.9679415,5.428829516
台灣新竹市新竹市中山路６４０巷５２２號,新竹市新竹市中山路６４０巷５２２號,69.26,住,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,93,3,0,20.5,227.32,1,0,1,105578.0398,24000000,無,0,0,0,0,24.7940453,120.9503771,5.785518141
台灣新竹市新竹市武陵路２２號二樓之３,新竹市新竹市武陵路２２號二樓之３,13.27,住,113,8,建物1車位1,0,1,0.076923077,2,26,大樓,0,0,住家用,97,8,0,16,227.68,0,4,1,99174.27969,22580000,平面,1100000,1100000,0,1,24.8158873,120.9630663,5.762872319
台灣新竹市新竹市延平路三段３５７之１號,新竹市新竹市延平路三段３５７之１號,87.23,住,113,10,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,107,9,0,6.1,227.96,1,0,0,91595.01667,20880000,無,0,0,0,0,24.835303,120.9299476,9.716440655
台灣新竹市新竹市內湖路１０８巷１５號,新竹市新竹市內湖路１０８巷１５號,79.3,非,113,6,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,113,5,0,0.1,229.39,1,0,0,71929.90104,16500000,無,0,0,0,0,24.7427338,120.9056872,11.01724351
台灣新竹市新竹市榮濱南路７２巷１８號,新竹市新竹市榮濱南路７２巷１８號,65.63,住,113,5,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,112,3,0,1.2,230.69,1,0,0,103168.7546,23800000,無,0,0,0,1,24.8337978,120.9268248,9.869473757
台灣新竹市新竹市東大路三段２７７之６號,新竹市新竹市東大路三段２７７之６號,90.41,住,113,7,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,104,12,0,8.5,230.71,1,0,0,103940.0113,23980000,無,0,0,0,0,24.8341973,120.9458302,8.418338534
台灣新竹市新竹市中清路１８巷８８號,新竹市新竹市中清路１８巷８８號,90.56,住,113,6,建物1車位0,0,0,1.1,全,三層,透天厝,1,0,住家用,85,4,0,28.2,231.65,1,0,0,47485.43061,11000000,無,0,0,0,0,24.8382396,120.9370377,9.374449427
台灣新竹市新竹市港北三街５８號,新竹市新竹市港北三街５８號,79.26,住,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,100,7,0,13.1,231.93,1,0,0,78816.8844,18280000,無,0,0,0,0,24.8312619,120.9285514,9.564346923
台灣新竹市新竹市富群街９３號,新竹市新竹市富群街９３號,119.59,非,113,7,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,87,2,0,26.5,234.38,1,0,1,77438.34798,18150000,無,0,0,0,0,24.769442,120.954576,5.367338295
台灣新竹市新竹市湳雅街１８９號１０樓之１,新竹市新竹市湳雅街１８９號１０樓之１,36.21,住,113,7,建物1車位1,0,1,1,10,10,華廈,0,0,住家用,81,1,0,32.6,235.5,0,4,1,71125.26539,16750000,平面,1100000,1100000,0,1,24.8203914,120.9735257,5.403236111
台灣新竹市新竹市竹光路３５巷５０號六樓,新竹市新竹市竹光路３５巷５０號六樓,49.3,住,113,4,建物1車位2,0,2,0.6,6,10,華廈,0,0,住家用,103,10,0,9.4,235.68,0,3,1,111167.685,26200000,平面,1100000,2200000,0,1,24.8130177,120.9617331,5.664440746
台灣新竹市新竹市高峰路２巷６２號,新竹市新竹市高峰路２巷６２號,155.14,住,113,8,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,80,5,0,33.3,236.34,1,0,1,101548.6164,24000000,無,0,0,0,0,24.7916154,120.9702739,3.773552827
台灣新竹市新竹市墩豐路３０巷６號,新竹市新竹市墩豐路３０巷６號,568.17,非,113,7,建物1車位0,0,0,1.1,全,三層,透天厝,1,0,住家用,82,4,0,31.3,237.16,1,0,1,80114.6905,19000000,無,0,0,0,0,24.7719291,120.941144,6.640794743
台灣新竹市新竹市光華二街７２巷３５號,新竹市新竹市光華二街７２巷３５號,88,住,113,9,建物1車位0,0,0,1.1,全,四層,透天厝,1,0,住家用,88,1,0,25.8,238.27,1,0,0,23083.05704,5500000,無,0,0,1,0,24.8185325,120.9777451,4.985332882
台灣新竹市新竹市延平路三段３３５巷１弄１９號,新竹市新竹市延平路三段３３５巷１弄１９號,81.44,住,113,6,建物1車位0,0,0,1.1,全,五層,透天厝,1,0,住家用,82,4,0,31.2,239.32,1,0,0,52231.32208,12500000,無,0,0,0,0,24.83438,120.9293042,9.706080264
台灣新竹市新竹市公道五路二段４２５之３號二樓之３,新竹市新竹市公道五路二段４２５之３號二樓之３,42.91,住,113,8,建物1車位2,0,2,0.153846154,2,13,大樓,0,0,住家用,95,11,0,17.7,240.6,0,3,1,137157.1072,33000000,平面,1100000,2200000,0,1,24.8033752,120.9949769,2.653319377
台灣新竹市新竹市浸水街３９０巷６弄５號,新竹市新竹市浸水街３９０巷６弄５號,81.6,非,113,7,建物1車位0,0,0,1.1,全,五層,透天厝,1,0,住家用,99,6,0,14.1,245.75,1,0,0,67141.40387,16500000,無,0,0,0,0,24.7993039,120.9264949,8.269630471
